council,index_url,error
Worcester,https://worcester.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='worcester.moderngov.co.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='worcester.moderngov.co.uk', port=443): Failed to resolve 'worcester.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Worcestershire,https://worcestershire.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='worcestershire.moderngov.co.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='worcestershire.moderngov.co.uk', port=443): Failed to resolve 'worcestershire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wyre,https://wyre.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='wyre.moderngov.co.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='wyre.moderngov.co.uk', port=443): Failed to resolve 'wyre.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Bolsover,https://committees.bolsover.gov.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='committees.bolsover.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='committees.bolsover.gov.uk', port=443): Failed to resolve 'committees.bolsover.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Bridgend,https://democratic.bridgend.gov.uk/mgMemberIndex.aspx?FN=WARD&LLL=0,"HTTPSConnectionPool(host='democratic.bridgend.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?FN=WARD&LLL=0 (Caused by NameResolutionError(""HTTPSConnection(host='democratic.bridgend.gov.uk', port=443): Failed to resolve 'democratic.bridgend.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Cambridgeshire,https://cambridgeshire.cmis.uk.com/ccc_live/Councillors.aspx,"HTTPSConnectionPool(host='cambridgeshire.cmis.uk.com', port=443): Max retries exceeded with url: /ccc_live/Councillors.aspx (Caused by NameResolutionError(""HTTPSConnection(host='cambridgeshire.cmis.uk.com', port=443): Failed to resolve 'cambridgeshire.cmis.uk.com' ([Errno 8] nodename nor servname provided, or not known)""))"
Cheshire East,https://moderngov.cheshireeast.gov.uk/ecminutes/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='moderngov.cheshireeast.gov.uk', port=443): Max retries exceeded with url: /ecminutes/mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='moderngov.cheshireeast.gov.uk', port=443): Failed to resolve 'moderngov.cheshireeast.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Cheshire West and Chester,https://cmttpublic.cheshirewestandchester.gov.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='cmttpublic.cheshirewestandchester.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='cmttpublic.cheshirewestandchester.gov.uk', port=443): Failed to resolve 'cmttpublic.cheshirewestandchester.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Hertfordshire,https://democracy.eastherts.gov.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='democracy.eastherts.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='democracy.eastherts.gov.uk', port=443): Failed to resolve 'democracy.eastherts.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Lindsey,https://democracy.e-lindsey.gov.uk/mgMemberIndex.aspx?bcr=1&,"HTTPSConnectionPool(host='democracy.e-lindsey.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1& (Caused by NameResolutionError(""HTTPSConnection(host='democracy.e-lindsey.gov.uk', port=443): Failed to resolve 'democracy.e-lindsey.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
East Riding of Yorkshire,https://www.eastriding.gov.uk/council/councillors-and-members-of-parliament/ward-councillors/,"HTTPSConnectionPool(host='www.eastriding.gov.uk', port=443): Max retries exceeded with url: /council/councillors-and-members-of-parliament/ward-councillors/ (Caused by NameResolutionError(""HTTPSConnection(host='www.eastriding.gov.uk', port=443): Failed to resolve 'www.eastriding.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Elmbridge,https://mygov.elmbridge.gov.uk/mgMemberIndex.aspx,"HTTPSConnectionPool(host='mygov.elmbridge.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx (Caused by NameResolutionError(""HTTPSConnection(host='mygov.elmbridge.gov.uk', port=443): Failed to resolve 'mygov.elmbridge.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Essex,https://www.uttlesford.gov.uk/article/5144/Essex-County-Councillors,"HTTPSConnectionPool(host='www.uttlesford.gov.uk', port=443): Max retries exceeded with url: /article/5144/Essex-County-Councillors (Caused by NameResolutionError(""HTTPSConnection(host='www.uttlesford.gov.uk', port=443): Failed to resolve 'www.uttlesford.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Exeter,https://committees.exeter.gov.uk/mgMemberIndex.aspx?FN=ALPHA&VW=LIST&PIC=0,"HTTPSConnectionPool(host='committees.exeter.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?FN=ALPHA&VW=LIST&PIC=0 (Caused by NameResolutionError(""HTTPSConnection(host='committees.exeter.gov.uk', port=443): Failed to resolve 'committees.exeter.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Falkirk,https://council.falkirk.gov.uk/councillors,"HTTPSConnectionPool(host='council.falkirk.gov.uk', port=443): Max retries exceeded with url: /councillors (Caused by NameResolutionError(""HTTPSConnection(host='council.falkirk.gov.uk', port=443): Failed to resolve 'council.falkirk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Folkestone and Hythe,https://folkestone-hythe.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='folkestone-hythe.moderngov.co.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='folkestone-hythe.moderngov.co.uk', port=443): Failed to resolve 'folkestone-hythe.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Forest of Dean,https://forestofdeanhousing.org.uk/write/,"HTTPSConnectionPool(host='forestofdeanhousing.org.uk', port=443): Max retries exceeded with url: /write/ (Caused by NameResolutionError(""HTTPSConnection(host='forestofdeanhousing.org.uk', port=443): Failed to resolve 'forestofdeanhousing.org.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Glasgow City,https://www.glasgow.gov.uk/article/1687/Councillors-Listed-by-A-Z,"HTTPSConnectionPool(host='www.glasgow.gov.uk', port=443): Max retries exceeded with url: /article/1687/Councillors-Listed-by-A-Z (Caused by NameResolutionError(""HTTPSConnection(host='www.glasgow.gov.uk', port=443): Failed to resolve 'www.glasgow.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Hartlepool,https://www.hartlepool.gov.uk/councillors,"HTTPSConnectionPool(host='www.hartlepool.gov.uk', port=443): Max retries exceeded with url: /councillors (Caused by NameResolutionError(""HTTPSConnection(host='www.hartlepool.gov.uk', port=443): Failed to resolve 'www.hartlepool.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Isle of Wight,https://iow.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='iow.moderngov.co.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='iow.moderngov.co.uk', port=443): Failed to resolve 'iow.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
King's Lynn and West Norfolk,https://democracy.west-norfolk.gov.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='democracy.west-norfolk.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='democracy.west-norfolk.gov.uk', port=443): Failed to resolve 'democracy.west-norfolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Leicestershire,https://democracy.leics.gov.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='democracy.leics.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='democracy.leics.gov.uk', port=443): Failed to resolve 'democracy.leics.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Newcastle-under-Lyme,https://moderngov.newcastle-staffs.gov.uk/mgMemberIndex.aspx?bcr=1%C2%A0,"HTTPSConnectionPool(host='moderngov.newcastle-staffs.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1%C2%A0 (Caused by NameResolutionError(""HTTPSConnection(host='moderngov.newcastle-staffs.gov.uk', port=443): Failed to resolve 'moderngov.newcastle-staffs.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Norfolk,https://norfolkcc.cmis.uk.com/norfolkcc/Councillors.aspx,"HTTPSConnectionPool(host='norfolkcc.cmis.uk.com', port=443): Max retries exceeded with url: /norfolkcc/Councillors.aspx (Caused by NameResolutionError(""HTTPSConnection(host='norfolkcc.cmis.uk.com', port=443): Failed to resolve 'norfolkcc.cmis.uk.com' ([Errno 8] nodename nor servname provided, or not known)""))"
North Ayrshire,https://north-ayrshire.cmis.uk.com/north-ayrshire/Councillors/CurrentCouncillors.aspx,"HTTPSConnectionPool(host='north-ayrshire.cmis.uk.com', port=443): Max retries exceeded with url: /north-ayrshire/Councillors/CurrentCouncillors.aspx (Caused by NameResolutionError(""HTTPSConnection(host='north-ayrshire.cmis.uk.com', port=443): Failed to resolve 'north-ayrshire.cmis.uk.com' ([Errno 8] nodename nor servname provided, or not known)""))"
North East Derbyshire,https://democracy.ne-derbyshire.gov.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='democracy.ne-derbyshire.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='democracy.ne-derbyshire.gov.uk', port=443): Failed to resolve 'democracy.ne-derbyshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North East Lincolnshire,https://www.nelincs.gov.uk/your-council/councillors-mps-and-meps/find-your-councillor/councillors-by-party/,"HTTPSConnectionPool(host='www.nelincs.gov.uk', port=443): Max retries exceeded with url: /your-council/councillors-mps-and-meps/find-your-councillor/councillors-by-party/ (Caused by NameResolutionError(""HTTPSConnection(host='www.nelincs.gov.uk', port=443): Failed to resolve 'www.nelincs.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Northamptonshire,https://northnorthants.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='northnorthants.moderngov.co.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='northnorthants.moderngov.co.uk', port=443): Failed to resolve 'northnorthants.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Somerset,https://n-somerset.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='n-somerset.moderngov.co.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='n-somerset.moderngov.co.uk', port=443): Failed to resolve 'n-somerset.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Warwickshire,https://www.northwarks.gov.uk/councillors,"HTTPSConnectionPool(host='www.northwarks.gov.uk', port=443): Max retries exceeded with url: /councillors (Caused by NameResolutionError(""HTTPSConnection(host='www.northwarks.gov.uk', port=443): Failed to resolve 'www.northwarks.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North West Leicestershire,https://minutes-1.nwleics.gov.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='minutes-1.nwleics.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='minutes-1.nwleics.gov.uk', port=443): Failed to resolve 'minutes-1.nwleics.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
North Yorkshire,https://edemocracy.northyorks.gov.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='edemocracy.northyorks.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='edemocracy.northyorks.gov.uk', port=443): Failed to resolve 'edemocracy.northyorks.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Nottinghamshire,https://www.nottinghamshire.gov.uk/dms/Councillors.aspx,"HTTPSConnectionPool(host='www.nottinghamshire.gov.uk', port=443): Max retries exceeded with url: /dms/Councillors.aspx (Caused by NameResolutionError(""HTTPSConnection(host='www.nottinghamshire.gov.uk', port=443): Failed to resolve 'www.nottinghamshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Oxfordshire,https://mycouncil.oxfordshire.gov.uk/mgMemberIndex.aspx?VW=TABLE&PIC=1&bcr=1,"HTTPSConnectionPool(host='mycouncil.oxfordshire.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?VW=TABLE&PIC=1&bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='mycouncil.oxfordshire.gov.uk', port=443): Failed to resolve 'mycouncil.oxfordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Pendle,https://www.pendle.gov.uk/councillors/name,"HTTPSConnectionPool(host='www.pendle.gov.uk', port=443): Max retries exceeded with url: /councillors/name (Caused by NameResolutionError(""HTTPSConnection(host='www.pendle.gov.uk', port=443): Failed to resolve 'www.pendle.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Renfrewshire,https://renfrewshire.cmis.uk.com/renfrewshire/Councillors.aspx,"HTTPSConnectionPool(host='renfrewshire.cmis.uk.com', port=443): Max retries exceeded with url: /renfrewshire/Councillors.aspx (Caused by NameResolutionError(""HTTPSConnection(host='renfrewshire.cmis.uk.com', port=443): Failed to resolve 'renfrewshire.cmis.uk.com' ([Errno 8] nodename nor servname provided, or not known)""))"
Shropshire,https://shropshire.gov.uk/committee-services/mgMemberIndex.aspx,"HTTPSConnectionPool(host='shropshire.gov.uk', port=443): Max retries exceeded with url: /committee-services/mgMemberIndex.aspx (Caused by NameResolutionError(""HTTPSConnection(host='shropshire.gov.uk', port=443): Failed to resolve 'shropshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
South Holland,https://democracy.sholland.gov.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='democracy.sholland.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='democracy.sholland.gov.uk', port=443): Failed to resolve 'democracy.sholland.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Southend-on-Sea,https://democracy.southend.gov.uk/mgMemberIndex.aspx?FN=WARD&VW=TABLE&PIC=1,"HTTPSConnectionPool(host='democracy.southend.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?FN=WARD&VW=TABLE&PIC=1 (Caused by NameResolutionError(""HTTPSConnection(host='democracy.southend.gov.uk', port=443): Failed to resolve 'democracy.southend.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Stratford-on-Avon,https://democracy.stratford.gov.uk/mgMemberIndex.aspx,"HTTPSConnectionPool(host='democracy.stratford.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx (Caused by NameResolutionError(""HTTPSConnection(host='democracy.stratford.gov.uk', port=443): Failed to resolve 'democracy.stratford.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Suffolk,https://www.suffolk.gov.uk/council-and-democracy/councillors-and-elected-representatives/find-your-councillor,"HTTPSConnectionPool(host='www.suffolk.gov.uk', port=443): Max retries exceeded with url: /council-and-democracy/councillors-and-elected-representatives/find-your-councillor (Caused by NameResolutionError(""HTTPSConnection(host='www.suffolk.gov.uk', port=443): Failed to resolve 'www.suffolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Tendring,https://tdcdemocracy.tendringdc.gov.uk/mgMemberIndex.aspx?FN=GROUPING&VW=LIST&PIC=0,"HTTPSConnectionPool(host='tdcdemocracy.tendringdc.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?FN=GROUPING&VW=LIST&PIC=0 (Caused by NameResolutionError(""HTTPSConnection(host='tdcdemocracy.tendringdc.gov.uk', port=443): Failed to resolve 'tdcdemocracy.tendringdc.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Torfaen,https://moderngov.torfaen.gov.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='moderngov.torfaen.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='moderngov.torfaen.gov.uk', port=443): Failed to resolve 'moderngov.torfaen.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
West Northamptonshire,https://westnorthants.moderngov.co.uk/mgMemberindex.aspx?bcr=1,"HTTPSConnectionPool(host='westnorthants.moderngov.co.uk', port=443): Max retries exceeded with url: /mgMemberindex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='westnorthants.moderngov.co.uk', port=443): Failed to resolve 'westnorthants.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Wiltshire,https://cms.wiltshire.gov.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='cms.wiltshire.gov.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='cms.wiltshire.gov.uk', port=443): Failed to resolve 'cms.wiltshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Windsor and Maidenhead,https://rbwm.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,"HTTPSConnectionPool(host='rbwm.moderngov.co.uk', port=443): Max retries exceeded with url: /mgMemberIndex.aspx?bcr=1 (Caused by NameResolutionError(""HTTPSConnection(host='rbwm.moderngov.co.uk', port=443): Failed to resolve 'rbwm.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Worcester,https://www.worcester.gov.uk/councillors-democracy/your-city-councillors,"HTTPSConnectionPool(host='www.worcester.gov.uk', port=443): Max retries exceeded with url: /councillors-democracy/your-city-councillors (Caused by NameResolutionError(""HTTPSConnection(host='www.worcester.gov.uk', port=443): Failed to resolve 'www.worcester.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
